Child Commit Recent Date,Parent,Hash,Deleted Tests Filepath,Deleted Tests,Deleted Tests Location,Deleted Tests With Whole File,Total Deleted Tests,Total Deleted Tests With Whole File
2020-09-17 15:29:31,5090c9ae27e311897c39b0533280a1eba475db53,['822a98e0456cf4bdb3e6768e05d3a46e835fee99'],['pmd-core/src/test/java/net/sourceforge/pmd/util/document/TextEditorTest.java'],"['insertAtStartOfTheFileWithOffsetShouldSucceed', 'shouldPreserveNewlinesLf', 'shouldPreserveNewlinesCrLf', 'testEditTwice', 'testExternalModification', 'testLineNumbersAfterEdition', 'insertAtTheEndOfTheFileShouldSucceed', 'testInsertTwiceInSamePlace', 'removeTokenShouldSucceed', 'insertAndRemoveTokensShouldSucceed', 'insertAndDeleteVariousTokensShouldSucceed', 'replaceATokenShouldSucceed', 'testDrop', 'insertDeleteAndReplaceVariousTokensShouldSucceed', 'testOverlapOnDeletedRegion', 'testOverlapOnReplacedRegion', 'textDocumentsShouldOnlyAllowASingleOpenEditor', 'closedTextDocumentShouldntProduceNewEditors', 'closedEditorShouldFail', 'closedTextDocumentWithOpenEditorShouldThrow', 'closedTextDocumentShouldntNeutralizeExistingEditor', 'textReadOnlyDocumentCannotBeEdited']","{'pmd-core/src/test/java/net/sourceforge/pmd/util/document/TextEditorTest.java': ['insertAtStartOfTheFileWithOffsetShouldSucceed', 'shouldPreserveNewlinesLf', 'shouldPreserveNewlinesCrLf', 'testEditTwice', 'testExternalModification', 'testLineNumbersAfterEdition', 'insertAtTheEndOfTheFileShouldSucceed', 'testInsertTwiceInSamePlace', 'removeTokenShouldSucceed', 'insertAndRemoveTokensShouldSucceed', 'insertAndDeleteVariousTokensShouldSucceed', 'replaceATokenShouldSucceed', 'testDrop', 'insertDeleteAndReplaceVariousTokensShouldSucceed', 'testOverlapOnDeletedRegion', 'testOverlapOnReplacedRegion', 'textDocumentsShouldOnlyAllowASingleOpenEditor', 'closedTextDocumentShouldntProduceNewEditors', 'closedEditorShouldFail', 'closedTextDocumentWithOpenEditorShouldThrow', 'closedTextDocumentShouldntNeutralizeExistingEditor', 'textReadOnlyDocumentCannotBeEdited']}","{'Total File': 1, 'Total Tests': 22, 'Files': ['pmd-core/src/test/java/net/sourceforge/pmd/util/document/TextEditorTest.java']}",22,22
2020-09-17 15:30:00,2356f2f69ddeae1acb7298b982667409f6350cee,['dfe5710aee2ec6545e7a471079ef6b4ce3d1adfa'],['pmd-core/src/test/java/net/sourceforge/pmd/util/document/TextRegionTest.java'],"['testNegativeOffset', 'testNegativeLength']","{'pmd-core/src/test/java/net/sourceforge/pmd/util/document/TextRegionTest.java': ['testNegativeOffset', 'testNegativeLength']}","{'Total File': 0, 'Total Tests': 0, 'Files': []}",2,0
2020-09-17 15:56:02,3ee32effdaccdf2f0cf16dd200091b8b6da6c4d5,['e76a1d6eb8d32f620a567f76e4a8713a2d57a503'],['pmd-core/src/test/java/net/sourceforge/pmd/lang/ast/impl/javacc/io/JavaEscapeReaderTest.java'],['testNotAnEscape1Read3SplitInTheMiddleOfBackslashes'],{'pmd-core/src/test/java/net/sourceforge/pmd/lang/ast/impl/javacc/io/JavaEscapeReaderTest.java': ['testNotAnEscape1Read3SplitInTheMiddleOfBackslashes']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
2020-09-24 07:18:51,bb1568317b8898683ef90f731916cbf28f507a4f,['c2172cc58845f8984619a1d83073fb9443ab1aa9'],['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/documentation/AbstractCommentRuleTest.java'],['testTagsIndicesIn'],{'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/documentation/AbstractCommentRuleTest.java': ['testTagsIndicesIn']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
2020-09-28 12:32:54,d25c66137b43d2f956f94789547917298310b57e,['05602452981517fc2ebdc02e7a0875535763606c'],['pmd-core/src/test/java/net/sourceforge/pmd/lang/rule/DefaultRuleViolationFactoryTest.java'],['testMessageArgs'],{'pmd-core/src/test/java/net/sourceforge/pmd/lang/rule/DefaultRuleViolationFactoryTest.java': ['testMessageArgs']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
2020-09-28 13:20:32,020fa899d515697f6383d1d53d399beda5352015,['5c047b0e3e55999ea9aab0b4317cc1c976a93d60'],['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/JavaRuleViolationFactoryTest.java'],['messageWithSingleBrace'],{'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/JavaRuleViolationFactoryTest.java': ['messageWithSingleBrace']},"{'Total File': 1, 'Total Tests': 1, 'Files': ['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/JavaRuleViolationFactoryTest.java']}",1,1
2020-10-17 20:16:19,4dee15c8c363d01de12f8232185e6c5e2769d0d9,['a16aed50ebd709818e3a04324e3df62b833b7485'],['pmd-javascript/src/test/java/net/sourceforge/pmd/lang/ecmascript/EcmascriptParserOptionsTest.java'],"['testDefaults', 'testConstructor', 'testSetters', 'testEqualsHashcode']","{'pmd-javascript/src/test/java/net/sourceforge/pmd/lang/ecmascript/EcmascriptParserOptionsTest.java': ['testDefaults', 'testConstructor', 'testSetters', 'testEqualsHashcode']}","{'Total File': 1, 'Total Tests': 4, 'Files': ['pmd-javascript/src/test/java/net/sourceforge/pmd/lang/ecmascript/EcmascriptParserOptionsTest.java']}",4,4
2020-10-17 20:19:16,dbf3f80853c347f2114e96aba7710b77bfc4d8ff,['97a7fba7620da59969b19e329b01c603d52a0bc4'],['pmd-apex/src/test/java/net/sourceforge/pmd/lang/apex/multifile/ApexMultifileVisitorTest.java'],"['testProjectMirrorNotNull', 'testOperationsAreThere']","{'pmd-apex/src/test/java/net/sourceforge/pmd/lang/apex/multifile/ApexMultifileVisitorTest.java': ['testProjectMirrorNotNull', 'testOperationsAreThere']}","{'Total File': 1, 'Total Tests': 2, 'Files': ['pmd-apex/src/test/java/net/sourceforge/pmd/lang/apex/multifile/ApexMultifileVisitorTest.java']}",2,2
2020-10-26 13:17:54,148e9ac69a8a911b6958e60aad9320444333f4e3,['4ef725764a163c1ec615e82343e83c059241abc7'],['pmd-core/src/test/java/net/sourceforge/pmd/util/CompoundListTest.java'],"['testHappyPath', 'testHappyPathRemove', 'testEmpty', 'testEmptyBadNext', 'testEmptyBadRemove']","{'pmd-core/src/test/java/net/sourceforge/pmd/util/CompoundListTest.java': ['testHappyPath', 'testHappyPathRemove', 'testEmpty', 'testEmptyBadNext', 'testEmptyBadRemove']}","{'Total File': 1, 'Total Tests': 5, 'Files': ['pmd-core/src/test/java/net/sourceforge/pmd/util/CompoundListTest.java']}",5,5
2020-10-30 07:55:53,bbc71da28926ca6f0242eb7fe31f2298a031ba8a,['5a96c714d5e981423a4caf89b85d69cc7bf8109b'],['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/bestpractices/UnusedPrivateFieldTest.java'],['makeSureLombokIsNotOnClasspath'],{'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/bestpractices/UnusedPrivateFieldTest.java': ['makeSureLombokIsNotOnClasspath']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
2020-11-15 09:42:30,a2311f1a17cd643bdeea63ec48c163d37934b2a0,['2fad9bf507d5c0c4a022ce742b63b727471a4dc3'],['pmd-test/src/main/java/net/sourceforge/pmd/lang/ParserOptionsTest.java'],['testSuppressMarker'],{'pmd-test/src/main/java/net/sourceforge/pmd/lang/ParserOptionsTest.java': ['testSuppressMarker']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
2020-11-16 13:29:16,f16c56dbe8cbdc6da62d9e4162f5d05853fd3d35,['8f2054f4a4dececcbc2363f94ff2a43a281eafbd'],['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/FormalCommentTest.java'],['testJavadocTagsAsChildren'],{'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/FormalCommentTest.java': ['testJavadocTagsAsChildren']},"{'Total File': 1, 'Total Tests': 1, 'Files': ['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/FormalCommentTest.java']}",1,1
2020-12-11 01:37:23,06f2c96e3c935b887df6d67fa9a14da4455c702f,['90c123621a03a8d017845ca94319969618c53c69'],['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/xpath/internal/XPathMetricFunctionTest.java'],"['testWrongNodeTypeGeneric', 'testWrongMetricKeyForTypeDeclaration', 'testWrongMetricKeyForOperationDeclaration']","{'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/rule/xpath/internal/XPathMetricFunctionTest.java': ['testWrongNodeTypeGeneric', 'testWrongMetricKeyForTypeDeclaration', 'testWrongMetricKeyForOperationDeclaration']}","{'Total File': 0, 'Total Tests': 0, 'Files': []}",3,0
2020-12-11 01:37:23,9fa85d8e597de4c595dececf179455d06dcd239b,['16a4aa3163061011b08564c5bda50db543e3f6e9'],"['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/metrics/SigMaskTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/metrics/SignatureTest.java']","['testEmptyOperationMask', 'testEmptyFieldMask', 'testFinalFields', 'testStaticFields', 'testFieldvisibility', 'testOperationVisibility', 'testOperationRoles', 'visibilityTest', 'operationRoleTest', 'testGetterDetection', 'testSetterDetection', 'isAbstractOperationTest', 'isFinalFieldTest', 'isStaticFieldTest', 'operationPoolTest', 'fieldPoolTest']","{'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/metrics/SigMaskTest.java': ['testEmptyOperationMask', 'testEmptyFieldMask', 'testFinalFields', 'testStaticFields', 'testFieldvisibility', 'testOperationVisibility', 'testOperationRoles'], 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/metrics/SignatureTest.java': ['visibilityTest', 'operationRoleTest', 'testGetterDetection', 'testSetterDetection', 'isAbstractOperationTest', 'isFinalFieldTest', 'isStaticFieldTest', 'operationPoolTest', 'fieldPoolTest']}","{'Total File': 2, 'Total Tests': 16, 'Files': ['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/metrics/SigMaskTest.java', 'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/metrics/SignatureTest.java']}",16,16
2020-12-12 11:38:17,59fff65a857d6eb84f591fc94a9c582f427540f7,['99ee5bdee010f1f07227f6a0b5ec00218166b784'],['pmd-core/src/test/java/net/sourceforge/pmd/RuleSetFactoryTest.java'],['testNoRuleSetFileName'],{'pmd-core/src/test/java/net/sourceforge/pmd/RuleSetFactoryTest.java': ['testNoRuleSetFileName']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
2020-12-12 13:31:50,789e4aa73004fc4e25ebf0bc2db8a3d89d510d10,['86ea3a0fb7dba43965e906a702aceaaa53e24d50'],['pmd-core/src/test/java/net/sourceforge/pmd/ConfigurationTest.java'],['testRuleSets'],{'pmd-core/src/test/java/net/sourceforge/pmd/ConfigurationTest.java': ['testRuleSets']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
2020-12-12 14:19:50,83edce05c1361d3189de1a38e4ed219f953e3721,['79def1b51d8bee8c6d75df44270b06264090bf72'],"['pmd-visualforce/src/test/java/net/sourceforge/pmd/lang/vf/VfParserOptionsTest.java', 'pmd-test/src/test/java/net/sourceforge/pmd/lang/ParserOptionsUnitTest.java', 'pmd-test/src/main/java/net/sourceforge/pmd/lang/ParserOptionsTest.java']","['testEqualsHashcode', 'testSuppressMarker', 'testDefaultPropertyDescriptors', 'testOverriddenPropertyDescriptors', 'testEnvOverriddenPropertyDescriptors', 'testEmptyPropertyDescriptors', 'testSuppressMarkerEqualsHashCode', 'testGetEnvironmentVariableName', 'testGetEnvironmentVariableNameThrowsExceptionIfLanguageIsNull', 'testDefaultPropertyDescriptors']","{'pmd-visualforce/src/test/java/net/sourceforge/pmd/lang/vf/VfParserOptionsTest.java': ['testDefaultPropertyDescriptors'], 'pmd-test/src/test/java/net/sourceforge/pmd/lang/ParserOptionsUnitTest.java': ['testSuppressMarker', 'testDefaultPropertyDescriptors', 'testOverriddenPropertyDescriptors', 'testEnvOverriddenPropertyDescriptors', 'testEmptyPropertyDescriptors', 'testSuppressMarkerEqualsHashCode', 'testGetEnvironmentVariableName', 'testGetEnvironmentVariableNameThrowsExceptionIfLanguageIsNull'], 'pmd-test/src/main/java/net/sourceforge/pmd/lang/ParserOptionsTest.java': ['testEqualsHashcode']}","{'Total File': 2, 'Total Tests': 9, 'Files': ['pmd-visualforce/src/test/java/net/sourceforge/pmd/lang/vf/VfParserOptionsTest.java', 'pmd-test/src/test/java/net/sourceforge/pmd/lang/ParserOptionsUnitTest.java']}",10,9
2020-12-12 16:01:06,3202136bd9798bbfb10c74245779d285f7c0fad3,"['70079f0842ed16d92ccaf6234104da5c6c791590', '134dbed07e8fb20bc01e3543803ca72a065187da']","['pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractDomXmlRuleTest.java', 'pmd-core/src/test/java/net/sourceforge/pmd/RuleSetFactoryCompatibilityTest.java']","['testEncoding', 'testVisit', 'dtdIsNotLookedUp', 'xsdIsNotLookedUp']","{'pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractDomXmlRuleTest.java': ['testVisit', 'dtdIsNotLookedUp', 'xsdIsNotLookedUp'], 'pmd-core/src/test/java/net/sourceforge/pmd/RuleSetFactoryCompatibilityTest.java': ['testEncoding']}","{'Total File': 1, 'Total Tests': 3, 'Files': ['pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractDomXmlRuleTest.java']}",4,3
2020-12-12 16:26:41,70079f0842ed16d92ccaf6234104da5c6c791590,['163d7af6c28491b4e569c91661d165d8db57ebcd'],"['pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractXmlRuleTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/wsdl/rule/AbstractWsdlRuleTest.java']","['testVisit', 'testVisit']","{'pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractXmlRuleTest.java': ['testVisit'], 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/wsdl/rule/AbstractWsdlRuleTest.java': ['testVisit']}","{'Total File': 2, 'Total Tests': 2, 'Files': ['pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractXmlRuleTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/wsdl/rule/AbstractWsdlRuleTest.java']}",2,2
2020-12-14 06:18:46,053c439a43d39797a08c09f7dcb17470272ab1db,['2ac5a4907e1e79eedb795750ffefc6e8cc5a9be4'],['pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractDomXmlRuleTest.java'],"['testVisit', 'dtdIsNotLookedUp', 'xsdIsNotLookedUp']","{'pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractDomXmlRuleTest.java': ['testVisit', 'dtdIsNotLookedUp', 'xsdIsNotLookedUp']}","{'Total File': 1, 'Total Tests': 3, 'Files': ['pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractDomXmlRuleTest.java']}",3,3
2020-12-14 06:18:46,2ac5a4907e1e79eedb795750ffefc6e8cc5a9be4,['f6b1acbdd51b007809a511e6cb23984ba7292380'],"['pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractXmlRuleTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/wsdl/rule/AbstractWsdlRuleTest.java']","['testVisit', 'testVisit']","{'pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractXmlRuleTest.java': ['testVisit'], 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/wsdl/rule/AbstractWsdlRuleTest.java': ['testVisit']}","{'Total File': 2, 'Total Tests': 2, 'Files': ['pmd-xml/src/test/java/net/sourceforge/pmd/lang/xml/rule/AbstractXmlRuleTest.java', 'pmd-xml/src/test/java/net/sourceforge/pmd/lang/wsdl/rule/AbstractWsdlRuleTest.java']}",2,2
2021-02-13 14:14:43,7c427413a8a6c7cc3c5cc23f8d71ea2b16842373,['fb359c290eabe8093ad21e317a4c7d9d71d20287'],['pmd-core/src/test/java/net/sourceforge/pmd/ConfigurationTest.java'],['testMultiFileAnalysisDirectory'],{'pmd-core/src/test/java/net/sourceforge/pmd/ConfigurationTest.java': ['testMultiFileAnalysisDirectory']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
2021-02-15 12:58:55,3b151e31c4138f06204d637b396747e089478f61,['2ec77ad02fde8ceb56eed684b3ba34b7510ea9f8'],['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java14PreviewTest.java'],"['textBlocks', 'textBlocksBeforeJava14PreviewShouldFail', 'stringEscapeSequenceShouldFail', 'patternMatchingInstanceof', 'patternMatchingInstanceofBeforeJava14PreviewShouldFail', 'recordPoint', 'recordPointBeforeJava14PreviewShouldFail', 'recordCtorWithThrowsShouldFail', 'innerRecords', 'recordIsARestrictedIdentifier']","{'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java14PreviewTest.java': ['textBlocks', 'textBlocksBeforeJava14PreviewShouldFail', 'stringEscapeSequenceShouldFail', 'patternMatchingInstanceof', 'patternMatchingInstanceofBeforeJava14PreviewShouldFail', 'recordPoint', 'recordPointBeforeJava14PreviewShouldFail', 'recordCtorWithThrowsShouldFail', 'innerRecords', 'recordIsARestrictedIdentifier']}","{'Total File': 1, 'Total Tests': 10, 'Files': ['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java14PreviewTest.java']}",10,10
2021-07-01 05:11:54,a4ee44f4b3eeebd58c76fa544c5743364830ad6b,['a5d9de59f8b966b0c1599432b0252984c4e597a0'],['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java15PreviewTreeDumpTest.java'],"['patternMatchingInstanceof', 'patternMatchingInstanceofBeforeJava15PreviewShouldFail', 'recordPoint', 'recordPointBeforeJava15PreviewShouldFail', 'recordCtorWithThrowsShouldFail', 'recordMustNotExtend', 'innerRecords', 'recordIsARestrictedIdentifier', 'localRecords', 'sealedClassBeforeJava15Preview', 'sealedClass', 'nonSealedClass', 'sealedInterfaceBeforeJava15Preview', 'sealedInterface', 'localInterfaceAndEnums', 'localInterfacesAndEnumsBeforeJava15PreviewShouldFail']","{'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java15PreviewTreeDumpTest.java': ['patternMatchingInstanceof', 'patternMatchingInstanceofBeforeJava15PreviewShouldFail', 'recordPoint', 'recordPointBeforeJava15PreviewShouldFail', 'recordCtorWithThrowsShouldFail', 'recordMustNotExtend', 'innerRecords', 'recordIsARestrictedIdentifier', 'localRecords', 'sealedClassBeforeJava15Preview', 'sealedClass', 'nonSealedClass', 'sealedInterfaceBeforeJava15Preview', 'sealedInterface', 'localInterfaceAndEnums', 'localInterfacesAndEnumsBeforeJava15PreviewShouldFail']}","{'Total File': 1, 'Total Tests': 16, 'Files': ['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/Java15PreviewTreeDumpTest.java']}",16,16
2021-12-16 09:49:04,55f301cbd774314bab2116a5b7b609e082386d1f,['f4468a22c1095b5c1db1aea4e6190669f6abd7d5'],['pmd-javascript/src/test/java/net/sourceforge/pmd/lang/ecmascript/EcmasccriptLanguageModuleTest.java'],"['canCreateRuleViolation', 'canCreateRuleViolationWithLineNumbers']","{'pmd-javascript/src/test/java/net/sourceforge/pmd/lang/ecmascript/EcmasccriptLanguageModuleTest.java': ['canCreateRuleViolation', 'canCreateRuleViolationWithLineNumbers']}","{'Total File': 1, 'Total Tests': 2, 'Files': ['pmd-javascript/src/test/java/net/sourceforge/pmd/lang/ecmascript/EcmasccriptLanguageModuleTest.java']}",2,2
2022-02-16 14:13:43,f7e4d624156197803cc09c3011a1422253b99095,['1f2aa739b4988e9932eb582b16a773061a1884ff'],['pmd-core/src/test/java/net/sourceforge/pmd/util/StringUtilTest.java'],"['testCommonSuffix', 'testCommonPrefix']","{'pmd-core/src/test/java/net/sourceforge/pmd/util/StringUtilTest.java': ['testCommonSuffix', 'testCommonPrefix']}","{'Total File': 0, 'Total Tests': 0, 'Files': []}",2,0
2022-02-17 04:17:14,6b2dde878ad62018a0cd87a4fdbccf9a3981be24,['3eed1164b48da0802d15834f69502ba50ff4a14d'],['pmd-core/src/test/java/net/sourceforge/pmd/renderers/SarifRendererTest.java'],['testRendererMultiple'],{'pmd-core/src/test/java/net/sourceforge/pmd/renderers/SarifRendererTest.java': ['testRendererMultiple']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
2022-02-25 11:52:17,2396b890439a877f64b0d87a0aad10d5fb101fef,['853942d62363b6b999c402066abd71ff8f259448'],['pmd-core/src/test/java/net/sourceforge/pmd/internal/StageDependencyTest.java'],"['testSimpleDependency', 'testNoDependency', 'testDependencyUnion', 'testTransitiveDependency', 'testNoRecomputation', 'testDependencyOrdering']","{'pmd-core/src/test/java/net/sourceforge/pmd/internal/StageDependencyTest.java': ['testSimpleDependency', 'testNoDependency', 'testDependencyUnion', 'testTransitiveDependency', 'testNoRecomputation', 'testDependencyOrdering']}","{'Total File': 1, 'Total Tests': 6, 'Files': ['pmd-core/src/test/java/net/sourceforge/pmd/internal/StageDependencyTest.java']}",6,6
2022-02-25 12:50:50,bad65fe858901f06ab21bf54ecf77d7ac430c083,['bf91e70c9f8107edaf132bab5b2ce70087da7bfd'],['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTFormalParameterTest.java'],['testVarargs'],{'pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTFormalParameterTest.java': ['testVarargs']},"{'Total File': 1, 'Total Tests': 1, 'Files': ['pmd-java/src/test/java/net/sourceforge/pmd/lang/java/ast/ASTFormalParameterTest.java']}",1,1
2022-03-07 13:17:15,82315427460e35067dc5610f92404e6f2c260e8d,['2c0a641b2cbd82c34e950ceb4b435d55928bf53c'],['pmd-core/src/test/java/net/sourceforge/pmd/lang/ast/impl/javacc/io/CharStreamImplTest.java'],['testReadEofChars'],{'pmd-core/src/test/java/net/sourceforge/pmd/lang/ast/impl/javacc/io/CharStreamImplTest.java': ['testReadEofChars']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
