Child Commit Recent Date,Parent,Hash,Deleted Tests Filepath,Deleted Tests,Deleted Tests Location,Deleted Tests With Whole File,Total Deleted Tests,Total Deleted Tests With Whole File
2002-07-25 20:40:11,742a42dbf347f6244dd37a7edee72ec2f8ca977f,['e950d9b37e97f8573f0655520b88900e8acb2869'],['src/test/org/apache/commons/lang/StringUtilsTest.java'],['testUnicodeFunctions'],{'src/test/org/apache/commons/lang/StringUtilsTest.java': ['testUnicodeFunctions']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
2005-07-30 20:17:01,be164675feda702a738a9b5fe49c9b5fc17ac018,['3535bf265b3eb34df28ff2ee5c029065e569add8'],['src/test/org/apache/commons/lang/text/StrBuilderTest.java'],['testCharArray'],{'src/test/org/apache/commons/lang/text/StrBuilderTest.java': ['testCharArray']},"{'Total File': 0, 'Total Tests': 0, 'Files': []}",1,0
2015-02-26 02:13:58,4975b8903e359963eb48e2ad3d4095de0cfa8032,['61836183b1d84a18dbcc084d1f41bcecf752f9fd'],"['src/test/java/org/apache/commons/lang3/concurrent/AtomicInitializerTest.java', 'src/test/java/org/apache/commons/lang3/concurrent/LazyInitializerTest.java']","['testGetConcurrentWithException', 'testGetConcurrentWithException']","{'src/test/java/org/apache/commons/lang3/concurrent/AtomicInitializerTest.java': ['testGetConcurrentWithException'], 'src/test/java/org/apache/commons/lang3/concurrent/LazyInitializerTest.java': ['testGetConcurrentWithException']}","{'Total File': 0, 'Total Tests': 0, 'Files': []}",2,0
